user_id,age,gender,bmi,active_hours,workout_hours,workout_type,calories_burnt
57,30.0,Female,26.86562816720261,4.985087828845535,1.3704765812417568,Cardio,1541.260380804931
58,32.0,Male,22.790386923874365,6.531000250339598,-0.217872393277313,Mixed,1337.429415617241
59,48.0,Female,26.182589410055638,6.884608437897927,0.1505326180687132,None,1450.2867378903488
60,54.0,Male,29.913720669126654,9.327954174018407,1.830839089695794,None,1731.9326240931073
61,39.0,Male,28.983895321458903,4.9765276706001895,2.7470624052993626,Strength,1836.9042013344806
62,35.0,Female,27.42574719127675,12.031227947940696,2.5450682490199554,Strength,2486.393916510828
63,31.0,Female,18.808125686121983,7.918136288278747,1.1159813153768856,None,1479.8948856890945
64,57.0,Female,22.181972638091178,9.456997875378224,2.351822861064198,None,1667.5195139187342
65,47.0,Male,20.651787217560763,7.860155614302218,1.410048648084139,None,1492.5334336058295
66,56.0,Female,24.007131484687598,7.494064653166453,1.5381348196063476,Cardio,1797.104744084791
67,41.0,Male,32.151258682447406,8.389300644433675,2.4477726601130154,Strength,2149.997183290445
68,37.0,Female,26.357356958354302,8.148448361423716,1.568091061430756,Cardio,1892.036618012066
69,54.0,Female,26.327085704876087,6.353239524158645,0.04264486803947265,Mixed,1407.1237830725202
70,39.0,Female,28.351301349350614,7.50406221321956,1.0410636475794393,None,1533.919234815462
71,22.0,Male,30.258344538255464,8.625029336846499,0.0,None,1665.0863790672045
72,41.0,Female,20.006685087991663,9.637964664431363,2.307345122051785,Strength,2125.3323417334095
73,34.0,Male,25.25465455260814,7.465770659990044,0.7650324732397362,Strength,1652.130106173033
74,37.0,Male,30.965658813018237,8.378704376993026,0.0,None,1647.527025829485
75,28.0,Male,22.43025659700205,6.591218605858452,1.2496383438228404,Strength,1633.3520953204338
76,54.0,Female,25.83708220937033,9.087621469014827,1.8686354170394648,Mixed,2040.860052403079
77,55.0,Female,22.77110011782997,12.353278282401298,2.2315322613126156,Strength,2409.3452816809527
78,36.0,Male,28.13126269104113,7.168081410623997,1.255138834495194,Strength,1749.1485348718497
79,22.0,Female,24.200791734713782,5.945907009513611,0.0,None,1336.5986182984989
80,19.0,Male,29.059859625196225,6.819133688449049,2.5858735221045825,None,1472.5119650968672
81,45.0,Female,20.1021230716071,6.950964757020027,2.7100954448587227,Mixed,1938.1367953898184
82,59.0,Female,27.98179561512676,10.615225416542131,-0.6503793209132622,Mixed,1711.2646336228281
83,33.0,Female,23.264031979610007,7.745633075360622,1.0165351010654373,Mixed,1710.5106475452499
84,35.0,Male,25.630306882137372,9.754498819073053,1.3994803054194926,Strength,2011.6490118125776
85,50.0,Female,20.996057274082574,9.584990512200045,0.0,None,1668.4596239608302
86,64.0,Female,24.04675677227133,7.980507359097074,0.0,None,1538.5183036324206
87,47.0,Female,20.906729875069225,9.993592760051037,0.6548374722122325,Strength,1839.3940691982425
88,26.0,Male,20.914528252220762,8.01782211187361,1.618758323374923,Cardio,1834.6791583845531
89,18.0,Female,22.6745797247848,7.021153398093977,0.03472152014551577,None,1428.8611370572457
90,55.0,Female,22.4821592976201,9.70415125794324,0.7822899241218807,Cardio,1851.694703594901
91,36.0,Male,19.86961868224931,7.23511429911027,0.0,None,1422.2076167335201
92,49.0,Female,33.934467064863775,8.44246998939859,-1.2846832334917209,None,1683.5916695884966
93,48.0,Female,25.009170367789913,4.339417871645823,0.8862474756202251,Mixed,1361.2829859665267
94,47.0,Female,28.601813841076567,11.493548011900351,-0.48216971710476564,Strength,1838.938996179848
95,34.0,Male,24.322311774021706,7.556512635771241,1.6200060948795747,Cardio,1822.875600293256
96,40.0,Male,23.280682680114207,4.9253777011971,1.698099556792506,Mixed,1564.9645082793531
97,57.0,Male,26.241415892166646,7.970577171392529,0.0,None,1559.4718760609194
98,29.0,Female,22.87792465903696,7.209370075825345,1.494865357922187,Strength,1748.6893257573415
99,18.0,Female,21.375189219069494,7.12264498100111,0.0,None,1426.016390290806
100,36.0,Male,24.53843580543906,5.111510792689896,0.6267851912395178,Cardio,1381.8924755712837
101,61.0,Female,26.993076014685855,8.040168529276595,0.0,None,1573.9476130745181
102,62.0,Male,14.209932797788515,4.870434789842309,0.0,None,1129.142806962116
103,50.0,Male,20.144831496028704,7.677996961244929,-0.41937814711157895,None,1469.24801108478
104,58.0,Male,21.82963453447033,3.868810406970211,0.0,None,1105.1773860417243
105,32.0,Male,26.623389077482333,7.238426160399755,2.46865762142517,Cardio,1983.808031099833
106,52.0,Male,25.243261009901317,8.218464499343542,1.618933828379959,Strength,1898.0658257093592
107,49.0,Female,23.096247133100132,10.580253417950448,0.0,None,1788.9878131260461
108,54.0,Female,32.2765443542713,8.327494794801675,2.3929376373085045,None,1655.5149230228803
109,50.0,Female,28.078661455604866,8.372607127975025,2.449584536703311,Cardio,2107.9642346942137
110,58.0,Male,31.779084609405487,5.866914782969797,2.5996430833108444,Strength,1924.4109410532035
111,61.0,Female,21.21402898042401,9.963203189501534,0.8243275960965859,Strength,1873.3261279737108
112,51.0,Male,27.165346594495283,10.438632086658554,2.019811119974257,Cardio,2219.4788986056597
113,60.0,Male,24.74550657159019,4.683783661761794,1.6782264366929098,Mixed,1551.4787192306633
114,19.0,Male,27.266372895316856,8.02967410712867,0.026386311916865912,None,1575.6311396660358
115,23.0,Female,28.3434299125912,9.671970669998705,1.953847500128684,Cardio,2141.4008661515195
116,37.0,Female,18.580303700804397,4.475420065351576,0.17268227114499246,None,1133.3450435432014
117,59.0,Male,29.876719013648312,5.4934014127195425,0.7404207146069233,Cardio,1496.191474329822
118,38.0,Male,24.69396995092904,7.540206339361233,0.05869228918404379,None,1500.9603334454137
119,45.0,Female,26.18452476127734,7.21804396317605,1.3134178198353195,Mixed,1746.3332078974422
120,37.0,Male,23.85059064631649,7.70983020722662,1.636736931406238,Cardio,1836.8363134670744
121,54.0,Female,26.13324441061021,8.044706362955578,1.0215865773674384,Cardio,1770.1203958751476
122,42.0,Male,23.233665029471645,6.185747424569421,2.1370985146343227,None,1350.9113927516587
123,57.0,Male,22.09725348976562,6.880096568153122,2.4848902230545624,Cardio,1905.960236323881
124,29.0,Female,25.626197954060913,11.473067869216482,0.0,None,1903.5687664622574
125,38.0,Male,26.51984112005795,5.212409091637845,1.9129094287878026,None,1286.439320364364
126,19.0,Male,28.113902082973503,10.019825602565893,-0.06263128680188434,Strength,1770.5953237259475
127,43.0,Female,30.650009800576942,5.427199953174987,1.910638628018107,Strength,1731.3478189268894
128,63.0,Female,28.695221491382938,8.367321120774488,2.441341111769883,Strength,2111.9525493452547
129,34.0,Male,25.419508367901972,6.837463311409596,0.6700796881568221,None,1437.9414148199794
130,36.0,Male,24.572088153279037,5.730223206817631,2.20850296713333,Strength,1760.4437956412196
131,41.0,Female,25.159221422867162,8.181678271487216,1.5951829028972035,Strength,1888.7966219568343
132,60.0,Female,25.955988786135734,6.401572379825613,1.3755610268062708,Strength,1674.8293312051726
133,44.0,Male,29.154519308084218,6.1488677804816465,0.35677778028781915,Cardio,1477.7875271865705
134,40.0,Female,30.764397965359542,7.976100796894789,0.0,None,1605.2540593430742
135,40.0,Female,25.816784246795347,7.429176700575636,0.0,None,1501.085512525517
136,35.0,Male,24.584090541606077,9.087911792645839,1.9423651792541712,Strength,2043.1051205314789
137,23.0,Male,28.444354561098454,7.1914196132959685,1.1372899354034594,None,1503.5855069405814
138,61.0,Female,26.17322646300091,8.623850519365883,0.0,None,1624.1173165665973
139,25.0,Female,28.159133848806796,8.123627050195312,-0.10846336609833562,Mixed,1572.261370287932
140,35.0,Male,17.658763701990317,4.805029878177368,0.0,None,1157.09062483764
141,47.0,Female,19.463226888657537,6.690313809326559,0.7140558578899355,Strength,1506.4748213972184
142,53.0,Male,23.999348076760146,5.263668965426072,2.9262437914049224,Strength,1851.609135591193
143,41.0,Male,27.03618711231292,6.179474302962571,1.2916966276941872,None,1388.3093014193864
144,41.0,Male,23.45398793332679,8.996176458519912,1.166978903108185,Cardio,1867.553305806896
145,47.0,Male,21.125519563695434,8.571866320696225,1.4387495846985634,Mixed,1856.1917446462896
146,62.0,Female,21.78180224396774,8.914807728537895,1.345136741846171,Strength,1878.326143662701
147,59.0,Male,22.012486823754752,8.813496960372277,3.246203141379386,Mixed,2250.7151925506523
148,20.0,Male,28.247109833468574,4.585327205439359,-1.3752222634978604,Mixed,1516.0482715781936
149,41.0,Male,26.979427074974925,7.419011517966119,1.4373643689305353,None,1511.6954225463612
150,24.0,Female,16.305924911520357,9.459286604246625,1.7053274921130808,Mixed,1950.0534079624822
151,35.0,Male,30.81121800742368,8.108638331211196,2.1802113516039374,Cardio,2055.0182835161436
152,55.0,Female,28.515921478770107,5.5356957642893985,1.19445578926328,None,1338.728791216641
153,34.0,Male,17.376024804105576,6.911025655917201,1.5089895788618253,Cardio,1666.660729405141
154,24.0,Female,22.105956635505528,9.15259161209772,0.6462087070709743,Mixed,1765.560468979022
155,21.0,Female,20.729145846788764,7.031697659266129,0.0,None,1410.4612243945005
156,38.0,Female,28.213784372727666,8.168710322884232,1.889207586350684,Mixed,1976.8503932858368
157,29.0,Male,26.82239677997997,8.605282152290268,2.3253452704540667,Mixed,2093.8212371196396
158,63.0,Female,27.880653422130393,6.986333936385034,0.21796990723959286,None,1477.4399278598073
159,22.0,Male,25.79183403505789,9.237431753192228,0.0,None,1681.6615156698017
160,24.0,Female,29.4948998744569,10.11265814308872,0.0,None,1806.214813053441
161,48.0,Female,17.768524430199598,6.897438561367195,-0.30227043499470385,Mixed,1306.9750134397748
162,21.0,Female,17.814343739164787,4.35559981967349,0.0,None,1113.7034193589968
163,56.0,Female,30.18103607835728,12.558543458341006,-0.3774749790131755,Strength,1982.1697108150383
164,64.0,Male,27.839276485567595,7.147541106180279,0.0,None,1493.1468754737039
165,48.0,Male,24.478923185690373,5.533922221845487,0.0,None,1298.1814540414525
166,22.0,Female,30.435875761034247,5.953404686071523,2.402431681962775,Strength,1880.18556261005
167,37.0,Female,18.30808575399273,5.304264694083362,1.437944416934412,Mixed,1501.096210335146
168,41.0,Female,27.24016645322965,5.375846848095394,-0.11306436750922555,None,1309.986349341836
169,20.0,Female,23.694194174328054,11.253892180293661,1.3079322508752038,Mixed,2123.917609947687
170,22.0,Female,20.427702728067086,10.369229089829897,1.3124100969907613,None,1741.1999362636604
171,59.0,Male,28.19773714782022,4.183305910256799,0.042080640905679756,Mixed,1208.7240906850182
172,64.0,Male,22.495724149443106,11.1881524053167,0.0,None,1843.772482026101
173,27.0,Male,27.004790657455693,10.868219223741209,0.4266820926229764,None,1856.8698289486779
174,33.0,Female,18.455681249348117,6.867940213709447,0.19543347570125746,Mixed,1410.4375290046776
175,43.0,Male,31.914622557280353,5.9026675790543255,0.6348596167215799,None,1409.4129834782361
176,44.0,Female,29.44553879812386,6.112833260327135,1.0047658113455502,Cardio,1606.6918762830621
177,62.0,Female,23.219188049671047,5.982736446490458,0.0,None,1330.4655251457561
178,30.0,Male,24.99154398778356,5.439803288434381,0.5669154133341386,Mixed,1407.2788513881014
179,19.0,Female,26.831193098683375,7.3198474013097545,2.1436336346850937,Cardio,1929.0233980548278
180,40.0,Female,24.799063340658677,6.232811449703466,1.4386326738892419,None,1371.2717783769335
181,47.0,Female,31.828191467297906,12.928000950522069,1.7168169408506677,None,2111.082009725186
182,36.0,Female,21.52772586187174,7.60516393588272,0.0,None,1475.7936522069895
183,40.0,Male,25.765111695875436,9.91257787900901,0.0,None,1748.9089048596552
184,21.0,Male,28.925952850857048,6.6288460830354525,1.8494326479908332,Strength,1822.0306664102825
185,57.0,Male,29.613315453267248,5.156411866028862,-0.17126650560253354,Mixed,1277.521040015052
186,45.0,Female,24.766171706655104,6.3078241146672,0.9232821639142209,None,1378.4441285332712
187,36.0,Female,23.067160230969314,10.101778785822066,0.5269728039475885,Mixed,1846.2440416814175
188,36.0,Male,27.577994086912113,7.746284806859835,0.9375343357833303,None,1550.4084215551047
189,37.0,Female,26.65750751778218,7.58529847114875,0.0,None,1525.1049222926968
190,41.0,Male,24.477027509948524,5.590805691812163,2.6227434183615985,Cardio,1828.3995279530213
191,55.0,Female,25.292298837864987,9.277645100786607,2.227067047826048,Strength,2126.1009080225203
192,25.0,Female,30.390730987955536,10.325335888972212,0.0,None,1836.4408987767765
193,50.0,Female,25.075175939131373,10.018104787886807,0.26492359655737574,None,1752.5622381799944
194,22.0,Male,24.816388801441622,6.662915096175438,0.8166956275229839,None,1414.45539763196
195,56.0,Female,31.02512981469776,7.636594828238607,0.0,None,1573.9107809708385
196,24.0,Female,26.70170461630877,7.021135884466603,0.4422988846747167,Mixed,1557.5904115446915
197,36.0,Female,24.27760639900606,11.455936241884842,0.0,None,1888.369688178545
198,46.0,Male,24.450979605493615,7.919099160004489,0.0,None,1536.419712055385
199,23.0,Male,30.899127282530074,6.08488812890087,0.7362024470644554,Mixed,1564.7205751282788
200,64.0,Male,26.157941503316003,6.868274972193941,2.434706402578457,Mixed,1935.3481927682458
201,47.0,Male,20.664364363208158,8.243944105247534,1.364813110619178,None,1531.0380541568352
202,43.0,Female,23.064780116868363,9.217533270321931,0.7916647422322041,None,1652.4011282008769
203,54.0,Male,29.402648649612345,7.123334228380387,1.1495307851178256,Strength,1736.2660663577274
204,51.0,Female,23.41170949094422,5.830094009915225,1.8732939362718417,Cardio,1691.7852831553328
205,33.0,Male,29.477185369504937,10.969297787896494,1.2665440088080304,None,1891.7016324846986
206,64.0,Male,26.292604259291373,9.369769697780606,0.0,None,1699.9030123709745
207,21.0,Male,29.882971553394842,9.088829709849813,1.4285509084102601,Strength,1993.4228682009818
208,45.0,Male,24.23968981614248,12.404968073352503,2.1038961080280285,Strength,2403.6729271022805
209,45.0,Male,22.38723443937451,8.361358329668814,0.023668536140236895,None,1560.0081773606266
210,18.0,Male,27.213152326173528,11.767751299853128,0.07190856870520745,None,1948.906653247048
211,52.0,Male,24.449505302633327,8.204122514511129,1.946636384449271,Mixed,1954.2345813673003
212,34.0,Female,20.87694272834565,8.23674575642362,0.9240563331381231,Mixed,1717.2552695534432
213,39.0,Male,22.854966581896136,9.053144910420734,0.0,None,1633.8641568610346
214,59.0,Female,30.941353785475435,7.8854140788590135,0.0,None,1597.9549457406556
215,62.0,Female,20.24580609632036,9.730625314562857,1.748687590277608,Cardio,2025.2581104750109
216,29.0,Male,29.24367807483699,12.045935623279732,3.2331517025476426,Strength,2643.6606835858715
217,64.0,Female,29.17251464478651,10.757364669303012,2.5968772254051897,Cardio,2386.8370584592044
218,32.0,Male,19.09020296904134,13.167425793066512,-0.44765879043373347,Strength,1918.1128509103178
219,44.0,Female,22.9820649679784,5.9662529484129765,0.0,None,1326.4459445210816
220,36.0,Female,24.60794889452388,7.789082824243229,0.0,None,1524.9877713695619
221,56.0,Male,30.474215267161476,5.892022606151616,2.334970260046304,None,1393.9444132867764
222,29.0,Male,27.140885499317495,5.487002905492753,1.8161911800270032,Strength,1683.347381547851
223,56.0,Male,24.961338847598917,8.986455265025052,2.3353795034096247,Strength,2115.3348156604193
224,45.0,Male,25.52972589232882,8.742114213956466,0.0,None,1629.5086803189347
225,46.0,Male,33.53392649426593,9.434466242169373,0.9808087210698172,Cardio,1974.94763337356
226,21.0,Female,23.457676895668065,4.785040242549229,0.0,None,1213.0807932116036
227,21.0,Male,23.751248212263672,6.9595027560579235,-0.21930039920885847,None,1433.462757728429
228,36.0,Male,23.048882082703273,9.048210378216742,2.2263768013898915,Mixed,2080.5852189266852
229,22.0,Female,30.91526502519226,2.422208049471849,1.4975963403583812,None,1051.3734551991074
230,44.0,Male,21.57942170145754,9.91516820785603,-0.06200415985739016,Strength,1694.9102058287003
231,27.0,Male,23.759209511421687,5.094852251286324,2.9130849134106924,Cardio,1829.6943029249876
232,37.0,Female,22.608407836973846,6.783915516441566,0.4727409379750436,Cardio,1499.023817608904
233,33.0,Female,28.954279667799543,9.367416233511936,1.3593509291663888,None,1726.284420029189
234,43.0,Male,22.109341142298806,8.945589721315253,0.0,None,1615.6523835545133
235,47.0,Male,22.58213997163947,5.238477906059666,2.470063627992734,Mixed,1743.681915920908
236,47.0,Male,29.753927472767366,9.694375923520397,0.0,None,1766.9768670797134
237,18.0,Female,24.043062248518833,7.308779583026798,0.47641080918472145,None,1471.308580787868
238,34.0,Male,25.520374414628883,9.540036318724102,0.6771531518318927,Mixed,1844.6380063850777
239,46.0,Male,26.16587746044736,7.911878279137888,0.9404563429047684,Mixed,1740.9378710992162
240,20.0,Female,30.60279364611477,6.922824458434198,1.5901568901078984,Mixed,1816.341760326147
241,50.0,Female,22.37677717879902,8.185358336319819,-0.45911282433483236,Cardio,1450.4810405530054
242,28.0,Male,25.465583912425295,10.11347864458673,0.11252828249951041,Cardio,1788.509360082828
243,25.0,Male,24.557875583074953,7.6244042270435735,0.5504589041849097,Cardio,1618.110959372089
244,44.0,Male,29.24921006439763,6.718289271648806,0.0,None,1464.3210278088568
245,52.0,Female,23.068827205563053,3.727124690358881,0.0,None,1103.4007410915185
246,54.0,Female,26.92725527752923,8.718153363712746,2.0038441381699412,None,1641.0878891465668
247,21.0,Female,25.529562901142604,7.32321558547066,1.2272217682143132,Mixed,1733.0615412013544
248,56.0,Male,21.311125213581697,6.338327883571765,0.7780723826911301,Strength,1502.5585170312195
249,24.0,Male,18.274367463455352,7.246097442405826,1.1516185619872636,None,1407.353418875136
250,41.0,Female,19.88256027565857,5.028611679597008,1.873093297878556,Cardio,1576.3054302919977
251,51.0,Female,21.545881422154554,12.721008428122202,0.9003259276952502,Mixed,2167.624842572816
252,55.0,Male,27.61879765774343,6.922515882383122,1.0986365868221737,None,1468.4395648157465
253,55.0,Male,22.479145729594475,10.729685536429006,1.887107812819312,Mixed,2175.1815735027076
254,52.0,Female,25.01635605052068,10.752390765010833,1.6668101644165387,None,1825.4026370062902
255,28.0,Female,29.416026367993812,7.977987437324089,0.0,None,1591.959007412347
256,37.0,Male,27.002641581280674,8.943549015609213,2.6041450357971683,None,1664.381317373728
257,21.0,Female,23.387374205033407,6.3097664253142485,1.7785340992043068,Mixed,1720.5572044226205
258,33.0,Female,32.63800385295528,4.238897674703226,0.0,None,1250.2698059998754
259,22.0,Female,22.610432827761045,11.35961978421344,1.6354174756632922,Mixed,2189.149801831613
260,50.0,Male,22.463692864965523,10.954183563325902,1.630476266142916,Mixed,2146.150538210829
261,49.0,Male,29.388797550327872,5.098280582886557,0.9823918284733885,Strength,1500.1943994866122
262,39.0,Male,31.447871650294207,7.379059865717583,0.19732151694491118,None,1552.3847030747002
263,26.0,Male,19.71988688008486,9.253235056283364,0.0,None,1622.522374429185
264,63.0,Male,17.780466821887842,6.531504214165912,0.009870051390529877,Strength,1332.9290999135753
265,32.0,Male,29.64805220238036,6.509341821323792,2.1758518657002344,None,1447.4147041561828
266,60.0,Female,31.086978844108916,10.094675937014088,1.2099556792113533,Strength,2062.3285179847685
267,44.0,Male,20.53390920554754,6.549725292373248,3.1405132218178107,Strength,1988.4142656563624
268,31.0,Male,28.487059055455287,6.377716986141895,0.0,None,1422.6422891687423
269,26.0,Female,26.945577117935795,9.04785272867161,3.736304912276623,Strength,2421.502026501844
270,22.0,Female,22.6141896111604,9.014481112068255,2.1482657675114494,Cardio,2057.2431608207194
271,,Male,26.001506308501604,7.3350028370715155,2.5996552988590826,Cardio,2013.446406563984
272,44.0,Male,22.907173776765095,6.12032678466667,1.6491252106059298,Strength,1670.9294583555038
273,42.0,Male,26.514578444947816,6.327549360821303,0.0,None,1397.9007205316084
274,55.0,Female,24.910711505680446,9.760118077747748,0.39530197660882527,Strength,1804.1793181533444
275,42.0,Female,21.54026701546116,4.295921607380912,1.861242235572995,None,1144.9948308927028
276,32.0,Male,20.158066126233305,8.379204012849103,0.60380858649603,Strength,1660.2627798464491
277,18.0,Male,25.361273443275692,5.3412051135282965,2.365607576855126,Cardio,1760.8547611566119
278,36.0,Male,25.77310247044882,9.004463540925173,2.226240484115617,Cardio,2103.425475620129
279,32.0,Female,21.477257847722306,9.236985631164114,0.474678182932355,Strength,1733.4067781801054
280,19.0,Female,20.304410468806406,8.11966954885859,-0.4965333651910411,None,1515.0110595739231
281,27.0,Female,19.572907343779754,8.7274370030462,2.70629766245751,Cardio,2109.7323062339196
282,62.0,Female,33.66294466258866,14.786745021519948,0.0,None,2315.3039487778815
283,59.0,Female,25.575986055066195,6.326067687970639,1.714055257470024,Mixed,1731.1776808417308
284,50.0,Female,31.52038937182954,7.138461819840385,-0.5215471616815619,None,1529.0500757023337
285,36.0,Male,22.751946025940086,8.672365346187114,2.327611137168208,None,1594.7559948781122
286,61.0,Male,22.817724365891006,5.685251654955064,0.5671994107748083,None,1296.7024091544165
287,39.0,Female,18.863819519818193,8.420256446343105,0.7215227081426507,Strength,1674.9683814610228
288,61.0,Male,22.20558300974765,7.7455772811554295,1.0371725866817643,None,1496.6135582130196
289,38.0,Male,26.996714579332643,8.99444843413745,2.3829853852962364,Mixed,2146.0090662663183
290,22.0,Male,29.284253579049693,7.6703728945417335,3.369989118531363,None,1559.8798252446702
291,57.0,Male,22.080207070206825,9.400373252126307,0.0,None,1660.839395914699
292,57.0,Female,26.127042569224024,9.381905079498635,0.18634679308172042,Strength,1736.7302922584477
293,32.0,Female,16.781560150209966,4.355674845761078,1.6604005155889914,Cardio,1435.4631891960055
294,45.0,Female,16.23228428566135,10.71458399864066,1.6919745746683994,Mixed,2072.1761576543595
295,28.0,Male,20.189062355776485,8.95154209189229,1.4394694194106215,None,1597.044832746994
296,46.0,Female,30.326575115415878,4.431303117367162,1.9914819301346138,Strength,1644.6924489177977
297,23.0,Female,28.335664813946202,12.667686794500232,0.42298740517132494,Cardio,2134.72280862375
298,34.0,Female,25.435675525472128,9.531048772556696,2.545169799093439,None,1707.461632510391
299,37.0,Male,31.089166717827528,9.938078502701083,1.2101001082638119,Mixed,2046.719539101146
300,48.0,Male,21.53211180299896,10.319228313407955,0.0,None,1747.243949370785
301,62.0,Male,25.258074502380634,7.271183635232092,0.0,None,1479.6991085470156
302,28.0,Male,23.51398763898612,6.867457910651755,0.0,None,1421.8856674550366
303,60.0,Male,18.05420200621589,8.368342452422981,1.1567310076162676,Mixed,1748.7224668277104
304,25.0,Female,33.52613529748539,11.035282068916768,0.003472355283576478,None,1938.7895598665307
305,60.0,Male,28.944572806442594,11.535738106046209,0.0,None,1943.0195386690466
306,41.0,Male,21.194580632987417,6.909654680806549,1.955425093864588,Strength,1793.9962931834468
307,25.0,Female,29.044340926022922,8.106691848965617,0.0,None,1601.112594156791
308,31.0,Female,17.061053318680948,3.9842495187333915,0.24207639967297356,Strength,1117.4507649947434
309,45.0,Female,18.442055671236584,10.28352780232014,1.768855563411638,Cardio,2066.5444496267073
